"","UniProt_Name","protein.ids","majority.protein.ids","peptide.counts..all.","peptide.counts..razor.unique.","peptide.counts..unique.","fasta.headers","number.of.proteins","peptides","razor...unique.peptides","unique.peptides","area_1","area_2","area_3","area_4_and_5","area_6","area_7","area_8"
"49","A0A087X253;P63010;A0A087WYD1;A0A087WU93;A0A087WZQ6;K7EJ01;H7C034","A0A087X253;P63010;A0A087WYD1;A0A087WU93;A0A087WZQ6;K7EJ01;H7C034","A0A087X253;P63010;A0A087WYD1;A0A087WU93;A0A087WZQ6","12;12;8;8;8;3;2","6;6;3;3;3;1;0","6;6;3;3;3;1;0","AP complex subunit beta;AP-2 complex subunit beta;AP-2 complex subunit beta (Fragment);AP-2 complex subunit beta (Fragment);AP-2 complex subunit beta (Fragment)",7,12,6,6,-1.03311582211225,-0.501287059155661,-0.54157820360124,-0.613844405243309,-0.696601473874104,-0.888914697215519,NA
"50","A0A087X2D0;P84103","A0A087X2D0;P84103","A0A087X2D0;P84103","4;4","3;3","3;3","Serine/arginine-rich-splicing factor 3;Serine/arginine-rich splicing factor 3",2,4,3,3,2.8555922395312,2.4023480614003,3.30363447382231,1.43805459860878,2.03724423734914,1.45518162806377,1.90704003916655
"51","A0A087X2I1;P62333;H0YJS8;H0YJC0;H0YJX2","A0A087X2I1;P62333;H0YJS8;H0YJC0;H0YJX2","A0A087X2I1;P62333;H0YJS8;H0YJC0","5;5;4;4;1","5;5;4;4;1","5;5;4;4;1","26S proteasome regulatory subunit 10B;26S proteasome regulatory subunit 10B;26S proteasome regulatory subunit 10B (Fragment);26S proteasome regulatory subunit 10B (Fragment)",5,5,5,5,0.300477876055908,0.0883611504919593,-0.494065406907914,-0.819902547358467,0.0124912987770465,-0.122741460178883,NA
"52","A0A096LNH5;P0DPI2;A0A0B4J2D5;A0A096LPI6;H7C1F6;H7C2G3;A0A096LP73;A0A2R8YDR7;F2Z2Q0;A0A096LP12;A0A096LNJ1;A0A2R8Y6K9","A0A096LNH5;P0DPI2;A0A0B4J2D5;A0A096LPI6;H7C1F6;H7C2G3;A0A096LP73;A0A2R8YDR7;F2Z2Q0;A0A096LP12;A0A096LNJ1;A0A2R8Y6K9","A0A096LNH5;P0DPI2;A0A0B4J2D5;A0A096LPI6;H7C1F6;H7C2G3;A0A096LP73;A0A2R8YDR7;F2Z2Q0;A0A096LP12","6;6;6;6;5;5;3;3;3;3;2;2","6;6;6;6;5;5;3;3;3;3;2;2","6;6;6;6;5;5;3;3;3;3;2;2","Glutamine amidotransferase-like class 1 domain-containing protein 3A, mitochondrial;Glutamine amidotransferase-like class 1 domain-containing protein 3, mitochondrial;Putative glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondr",12,6,6,6,1.01609462434731,0.741342807427898,0.867946652276725,0.833499775391438,0.997674117761346,1.48129980591695,NA
"53","A0A096LNY5;A0A7P0T8E4;A0A1B0GWJ0;A0A1B0GTJ7;A0A0A6YY92;A0A096LNY6;A0A7P0T9A7;A0A7P0Z472;P30566;A0A096LPA2;A0A096LP92;A0A1B0GWF8;A0A1B0GTG9","A0A096LNY5;A0A7P0T8E4;A0A1B0GWJ0;A0A1B0GTJ7;A0A0A6YY92;A0A096LNY6;A0A7P0T9A7;A0A7P0Z472;P30566;A0A096LPA2;A0A096LP92;A0A1B0GWF8;A0A1B0GTG9","A0A096LNY5;A0A7P0T8E4;A0A1B0GWJ0;A0A1B0GTJ7;A0A0A6YY92;A0A096LNY6;A0A7P0T9A7;A0A7P0Z472;P30566","3;3;3;3;3;3;3;3;3;1;1;1;1","3;3;3;3;3;3;3;3;3;1;1;1;1","3;3;3;3;3;3;3;3;3;1;1;1;1","Adenylosuccinate lyase;Adenylosuccinate lyase;Adenylosuccinate lyase;Adenylosuccinate lyase;Adenylosuccinate lyase;Adenylosuccinate lyase;Adenylosuccinate lyase;Adenylosuccinate lyase;Adenylosuccinate lyase",13,3,3,3,-2.00602277830139,-1.51208852089658,-3.56834595819426,-4.06683043816654,-2.33376106287039,-1.68643930617113,NA
"54","A0A096LPK7;D3YTF8;A0A182DWF3;Q9NNW7;E7EWK1;A0A0U1RQX0;A0A182DWF2","A0A096LPK7;D3YTF8;A0A182DWF3;Q9NNW7;E7EWK1;A0A0U1RQX0;A0A182DWF2","A0A096LPK7;D3YTF8;A0A182DWF3;Q9NNW7;E7EWK1;A0A0U1RQX0;A0A182DWF2","2;2;2;2;1;1;1","2;2;2;2;1;1;1","2;2;2;2;1;1;1","Thioredoxin-disulfide reductase;Thioredoxin-disulfide reductase;Thioredoxin-disulfide reductase;Thioredoxin reductase 2, mitochondrial;Thioredoxin reductase 2, mitochondrial;Thioredoxin reductase 2, mitochondrial (Fragment);Thioredoxin-disulfide reductase",7,2,2,2,-4.18604579965014,NA,-2.15573435205569,1.65481470380525,-2.6161888152287,0.237655439000346,-0.963597471581654
"55","A0A0A0MQW0;A0A0A0MR39;A0A087WUT0;Q9P2K5;H0YN19;A0A0C4DGV1;H0YKS1","A0A0A0MQW0;A0A0A0MR39;A0A087WUT0;Q9P2K5;H0YN19;A0A0C4DGV1;H0YKS1","A0A0A0MQW0;A0A0A0MR39;A0A087WUT0;Q9P2K5;H0YN19","5;5;4;4;3;2;1","5;5;4;4;3;2;1","5;5;4;4;3;2;1","Myelin expression factor 2;Myelin expression factor 2;Myelin expression factor 2;Myelin expression factor 2;Myelin expression factor 2 (Fragment)",7,5,5,5,-4.39598917983334,-2.49100517160691,-2.15805950627838,NA,-1.61008595538495,-1.8079377997249,NA
"56","A0A0A0MR02;P45880;Q5JSD2;Q5JSD1;A2A3S1","A0A0A0MR02;P45880;Q5JSD2;Q5JSD1;A2A3S1","A0A0A0MR02;P45880;Q5JSD2;Q5JSD1","8;8;4;4;2","8;8;4;4;2","8;8;4;4;2","Voltage-dependent anion-selective channel protein 2 (Fragment);Voltage-dependent anion-selective channel protein 2;Voltage-dependent anion-selective channel protein 2 (Fragment);Voltage-dependent anion-selective channel protein 2 (Fragment)",5,8,8,8,2.2764399853711,2.06273953466328,2.59549265579247,2.1825952117586,2.54736114373497,2.66486246023306,NA
"57","A0A0A0MRA5;B7Z4B8;Q9BUJ2;M0R3F1;M0QYZ0;M0R203;M0QZV6;M0R0K8;M0QYI8;M0QYM5","A0A0A0MRA5;B7Z4B8;Q9BUJ2;M0R3F1;M0QYZ0;M0R203;M0QZV6;M0R0K8;M0QYI8;M0QYM5","A0A0A0MRA5;B7Z4B8;Q9BUJ2;M0R3F1;M0QYZ0","12;12;12;10;7;2;2;2;2;1","12;12;12;10;7;2;2;2;2;1","12;12;12;10;7;2;2;2;2;1","Heterogeneous nuclear ribonucleoprotein U-like protein 1;Heterogeneous nuclear ribonucleoprotein U-like protein 1;Heterogeneous nuclear ribonucleoprotein U-like protein 1;Heterogeneous nuclear ribonucleoprotein U-like protein 1 (Fragment);Heterogeneous nuc",10,12,12,12,-0.254971344422234,0.0861206028251544,0.724283972300196,0.924577456262558,0.261017484949978,-0.0362942437792775,-2.02095738085037
"58","A0A0A0MRF4;P49406;S4R3W9","A0A0A0MRF4;P49406;S4R3W9","A0A0A0MRF4;P49406;S4R3W9","3;3;2","3;3;2","3;3;2","39S ribosomal protein L19, mitochondrial;39S ribosomal protein L19, mitochondrial;39S ribosomal protein L19, mitochondrial (Fragment)",3,3,3,3,-0.630044449453493,-0.894201747536364,-2.11970618365936,NA,-0.949876119277718,-0.694584355254626,NA
"59","A0A0A0MRI2;Q9UNH7;Q86XE0","A0A0A0MRI2;Q9UNH7;Q86XE0","A0A0A0MRI2;Q9UNH7","5;5;1","5;5;1","2;2;0","Sorting nexin;Sorting nexin-6",3,5,5,2,-0.335244320120463,-0.793724392857058,-1.34490318425706,0.148592529564453,-1.09402558762779,-1.08414909198577,NA
"60","A0A0A0MRM8;A0A1Y0BRN3;A0A590UJ40;Q9UM54;A0A590UK71;A0A5F9ZI03;A0A590UJY4;A0A590UK86;A0A590UK22;A0A590UKB0;A0A590UJ75;A0A0D9SGC1;Q5JVM0","A0A0A0MRM8;A0A1Y0BRN3;A0A590UJ40;Q9UM54;A0A590UK71;A0A5F9ZI03;A0A590UJY4;A0A590UK86;A0A590UK22;A0A590UKB0;A0A590UJ75;A0A0D9SGC1;Q5JVM0","A0A0A0MRM8;A0A1Y0BRN3;A0A590UJ40;Q9UM54;A0A590UK71;A0A5F9ZI03;A0A590UJY4;A0A590UK86;A0A590UK22;A0A590UKB0;A0A590UJ75;A0A0D9SGC1","6;6;6;6;4;4;4;4;4;4;4;4;2","6;6;6;6;4;4;4;4;4;4;4;4;2","6;6;6;6;4;4;4;4;4;4;4;4;2","Unconventional myosin-VI;Unconventional myosin-VI;Unconventional myosin-VI;Unconventional myosin-VI;Unconventional myosin-VI;Unconventional myosin-VI;Unconventional myosin-VI;Unconventional myosin-VI;Unconventional myosin-VI (Fragment);Unconventional myosi",13,6,6,6,-3.27204748915189,-2.85019263832352,-2.96717649883398,NA,-2.60400880302831,-3.32373584460295,NA
"61","A0A0A0MRM9;Q14978;S4R402;S4R341;S4R349","A0A0A0MRM9;Q14978;S4R402;S4R341;S4R349","A0A0A0MRM9;Q14978","3;3;1;1;1","3;3;1;1;1","3;3;1;1;1","Nucleolar and coiled-body phosphoprotein 1 (Fragment);Nucleolar and coiled-body phosphoprotein 1",5,3,3,3,-1.52004070618893,-1.75531831450773,-0.765140236319453,-3.97733424285988,-0.797189860113061,-1.11995217282619,NA
"62","A0A0A0MRN5;Q9NZT2","A0A0A0MRN5;Q9NZT2","A0A0A0MRN5;Q9NZT2","2;2","2;2","2;2","Opioid growth factor receptor;Opioid growth factor receptor",2,2,2,2,-2.74350927488521,-2.92514137501893,-3.18043321550704,NA,-3.05842416495227,-3.22180583654807,NA
"63","A0A0A0MRN7;Q6YP21","A0A0A0MRN7;Q6YP21","A0A0A0MRN7;Q6YP21","2;2","2;2","2;2","Kynurenine--oxoglutarate transaminase 3 (Fragment);Kynurenine--oxoglutarate transaminase 3",2,2,2,2,-2.38298396997056,-4.4930436954222,NA,-3.17986059231457,-2.69977146344348,-2.53156538570499,NA
"64","A0A0A0MRR7;P09234;Q5TAL2","A0A0A0MRR7;P09234;Q5TAL2","A0A0A0MRR7;P09234;Q5TAL2","2;2;1","2;2;1","2;2;1","U1 small nuclear ribonucleoprotein C;U1 small nuclear ribonucleoprotein C;U1 small nuclear ribonucleoprotein C",3,2,2,2,-1.41888568224592,-1.13524586234406,0.139961049122384,NA,-0.233057743809002,0.559385809630442,NA
"65","A0A0A0MS08;P01857;A0A0A0MS07;A0A4W9A917;A0A286YFJ8;A0A286YES1;P01861;P01860","A0A0A0MS08;P01857;A0A0A0MS07;A0A4W9A917;A0A286YFJ8;A0A286YES1;P01861;P01860","A0A0A0MS08;P01857","3;3;1;1;1;1;1;1","3;3;1;1;1;1;1;1","3;3;1;1;1;1;1;1","Immunoglobulin heavy constant gamma 1 (Fragment);Immunoglobulin heavy constant gamma 1",8,3,3,3,-1.60567029998752,-0.227897539111684,NA,0.0932209466651095,-1.50571571425203,-0.589421866881821,NA
"66","A0A0A0MS29;Q9GZY8;E9PQX8;C9JHF5;H7C433","A0A0A0MS29;Q9GZY8;E9PQX8;C9JHF5;H7C433","A0A0A0MS29;Q9GZY8;E9PQX8;C9JHF5;H7C433","2;2;1;1;1","2;2;1;1;1","2;2;1;1;1","Mitochondrial fission factor;Mitochondrial fission factor;Mitochondrial fission factor (Fragment);Mitochondrial fission factor (Fragment);Mitochondrial fission factor (Fragment)",5,2,2,2,-0.620757907420494,-1.01463952585803,NA,-1.53405924345525,-1.19061336914295,-0.752846240781306,NA
"67","A0A0A0MSA0;Q16787;A0A3B3ITG1;A0A0A0MTS5;A0A0A6YYF2;K7EIP4;A0A075B783","A0A0A0MSA0;Q16787;A0A3B3ITG1;A0A0A0MTS5;A0A0A6YYF2;K7EIP4;A0A075B783","A0A0A0MSA0;Q16787;A0A3B3ITG1","18;18;11;8;8;7;4","17;17;11;8;8;7;3","17;17;11;8;8;7;3","Laminin subunit alpha-3;Laminin subunit alpha-3;Laminin subunit alpha-3 (Fragment)",7,18,17,17,-2.5314541125578,-1.35653322346656,-2.20972817743592,NA,-3.63596998487092,-4.58437280898969,-4.69140217845086
"68","A0A0A0MSE2;A0A0D9SFP2;E9PF18;Q16836;A0A1W2PNM1;A0A1W2PQV5;A0A804HKJ2;A0A1W2PQC2;A0A1W2PQ78;A0A1W2PRT2;A0A804HLB5;A0A804HJW7;A0A1W2PQ55;A0A804HJK7;A0A1W2PP40","A0A0A0MSE2;A0A0D9SFP2;E9PF18;Q16836;A0A1W2PNM1;A0A1W2PQV5;A0A804HKJ2;A0A1W2PQC2;A0A1W2PQ78;A0A1W2PRT2;A0A804HLB5;A0A804HJW7;A0A1W2PQ55;A0A804HJK7;A0A1W2PP40","A0A0A0MSE2;A0A0D9SFP2;E9PF18;Q16836;A0A1W2PNM1;A0A1W2PQV5;A0A804HKJ2;A0A1W2PQC2;A0A1W2PQ78;A0A1W2PRT2;A0A804HLB5;A0A804HJW7","9;9;9;9;8;7;7;5;5;5;5;5;2;2;2","9;9;9;9;8;7;7;5;5;5;5;5;2;2;2","9;9;9;9;8;7;7;5;5;5;5;5;2;2;2","Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial;Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial;Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial;Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial;Hydroxyacyl-coenzyme A dehydrogenase, mitochondr",15,9,9,9,3.00289171734454,2.63814659864439,2.89502379341569,0.731897336926931,3.36651914010445,3.60003603317956,NA
"69","A0A0A0MSI0;Q06830;A0A0A0MRQ5","A0A0A0MSI0;Q06830;A0A0A0MRQ5","A0A0A0MSI0;Q06830;A0A0A0MRQ5","12;12;6","12;12;6","8;8;2","Peroxiredoxin-1 (Fragment);Peroxiredoxin-1;Peroxiredoxin-1",3,12,12,8,5.19254058786434,5.48588034180037,5.73509725174269,5.87891882142747,5.13597799597046,5.24594776861085,2.35966291365176
"70","A0A0A0MSX9;P41252;J3KR24;A0A804HHW9;A0A804HL54;A0A804HJN6;A0A804HIV9;A0A804HJ36;A0A804HKU1;A0A804HK69;A0A804HIG2","A0A0A0MSX9;P41252;J3KR24;A0A804HHW9;A0A804HL54;A0A804HJN6;A0A804HIV9;A0A804HJ36;A0A804HKU1;A0A804HK69;A0A804HIG2","A0A0A0MSX9;P41252;J3KR24;A0A804HHW9;A0A804HL54;A0A804HJN6;A0A804HIV9;A0A804HJ36;A0A804HKU1;A0A804HK69","17;17;16;16;16;16;15;15;9;9;4","17;17;16;16;16;16;15;15;9;9;4","17;17;16;16;16;16;15;15;9;9;4","Isoleucine--tRNA ligase;Isoleucine--tRNA ligase, cytoplasmic;Isoleucine--tRNA ligase;Isoleucine--tRNA ligase;Isoleucine--tRNA ligase;Isoleucine--tRNA ligase;Isoleucine--tRNA ligase;Isoleucine--tRNA ligase;Isoleucine--tRNA ligase;Isoleucine--tRNA ligase",11,17,17,17,-1.17385444044123,-1.21382073817264,-1.27513613206512,-2.06712306418577,-0.505336153702785,-0.472879283908764,NA
"71","A0A0A0MT83;P26440;A0A0S2Z4K7;H0YLC3;H7C4G6;H0YN10;H0YKV0;A0A087WVD3","A0A0A0MT83;P26440;A0A0S2Z4K7;H0YLC3;H7C4G6;H0YN10;H0YKV0;A0A087WVD3","A0A0A0MT83;P26440;A0A0S2Z4K7;H0YLC3;H7C4G6","5;5;4;3;3;2;1;1","5;5;4;3;3;2;1;1","5;5;4;3;3;2;1;1","Isovaleryl-CoA dehydrogenase, mitochondrial;Isovaleryl-CoA dehydrogenase, mitochondrial;Isovaleryl-CoA dehydrogenase, mitochondrial (Fragment);Isovaleryl-CoA dehydrogenase, mitochondrial (Fragment);Isovaleryl-CoA dehydrogenase, mitochondrial (Fragment)",8,5,5,5,-1.93634486581523,-1.40651290376753,-1.80024214966117,-4.03608025593172,-1.0643902459182,-0.539590656800783,NA
"72","A0A0A0MTB9;H0YAK8;A0A0A0MQT0;P09455","A0A0A0MTB9;H0YAK8;A0A0A0MQT0;P09455","A0A0A0MTB9;H0YAK8;A0A0A0MQT0;P09455","3;3;3;3","3;3;3;3","3;3;3;3","Retinol-binding protein 1;Retinol-binding protein 1;Retinol binding protein 1, cellular;Retinol-binding protein 1",4,3,3,3,-0.81343350233708,-0.413640834870073,-1.92429253027802,2.24147659370026,-1.2425158466707,-0.297656236527516,-0.353299684856337
"73","A0A0A0MTC7;A0A0A0MQS9;Q16363;A0A494C139;H0Y351;H0YAQ5;A0A494C1K8;H0YAP9;E5RFQ2;E5RK79;E5RFD7;E5RHF3;Q6LET9","A0A0A0MTC7;A0A0A0MQS9;Q16363;A0A494C139;H0Y351;H0YAQ5;A0A494C1K8;H0YAP9;E5RFQ2;E5RK79;E5RFD7;E5RHF3;Q6LET9","A0A0A0MTC7;A0A0A0MQS9;Q16363","25;25;25;12;4;4;4;3;3;1;1;1;1","25;25;25;12;4;4;4;3;3;1;1;1;1","25;25;25;12;4;4;4;3;3;1;1;1;1","Laminin subunit alpha-4;Laminin subunit alpha-4;Laminin subunit alpha-4",13,25,25,25,0.790795217750905,1.27012208916757,1.79603738968302,-1.5146175150111,1.30720996418314,1.62154085626237,NA
"74","A0A0A0MTH3;Q13418;A0A087WWY6;E9PQ52;A0A087WW45","A0A0A0MTH3;Q13418;A0A087WWY6;E9PQ52;A0A087WW45","A0A0A0MTH3;Q13418","7;7;2;1;1","7;7;2;1;1","7;7;2;1;1","Integrin-linked protein kinase;Integrin-linked protein kinase",5,7,7,7,0.638402468398059,-0.231521722597236,0.592271571511105,1.01942326326339,0.172600726888653,0.108255026545883,NA
"75","A0A0A6YYA0;Q9Y3B3","A0A0A6YYA0;Q9Y3B3","A0A0A6YYA0;Q9Y3B3","3;3","3;3","3;3","Protein TMED7-TICAM2;Transmembrane emp24 domain-containing protein 7",2,3,3,3,-0.368037612743883,0.678959772111483,0.92420348003234,-0.724628738552774,0.637838253676154,0.384528715801167,NA
"76","A0A0A6YYJ8;Q9Y383;B8ZZ10;A8MYV2;Q9NQ29;B8ZZ09","A0A0A6YYJ8;Q9Y383;B8ZZ10;A8MYV2;Q9NQ29;B8ZZ09","A0A0A6YYJ8;Q9Y383","5;5;2;2;2;1","5;5;2;2;2;1","5;5;2;2;2;1","Putative RNA-binding protein Luc7-like 2;Putative RNA-binding protein Luc7-like 2",6,5,5,5,-0.0388604977387814,-0.190727969305641,0.256726400369423,-1.53808739185895,0.152369129741771,0.0490999952037825,NA
"77","A0A0A6YYL2;P0DMN0;P0DMM9;H3BPL6;A0A7I2V2T5;E9PKW4;H3BRY5;P50226;P50225","A0A0A6YYL2;P0DMN0;P0DMM9;H3BPL6;A0A7I2V2T5;E9PKW4;H3BRY5;P50226;P50225","A0A0A6YYL2;P0DMN0;P0DMM9;H3BPL6;A0A7I2V2T5;E9PKW4;H3BRY5;P50226;P50225","2;2;2;1;1;1;1;1;1","2;2;2;1;1;1;1;1;1","2;2;2;1;1;1;1;1;1","Sulfotransferase;Sulfotransferase 1A4;Sulfotransferase 1A3;Sulfotransferase (Fragment);Sulfotransferase (Fragment);Sulfotransferase;Sulfotransferase (Fragment);Sulfotransferase 1A2;Sulfotransferase 1A1",9,2,2,2,-2.55880562549159,-1.98255623191087,NA,0.396567939109151,-3.41637082089777,-2.76832781436538,-2.06127028473264
"78","A0A0A6YYL4;P57737;I3L351;I3L442;I3L212;E7EP81;I3L167","A0A0A6YYL4;P57737;I3L351;I3L442;I3L212;E7EP81;I3L167","A0A0A6YYL4;P57737","3;3;1;1;1;1;1","3;3;1;1;1;1;1","3;3;1;1;1;1;1","Coronin;Coronin-7",7,3,3,3,-3.62168387627558,-3.89338324207856,-3.52765289720293,NA,-3.53950231164299,-3.31872627952923,NA
"79","A0A0B4J1W3;Q9BXJ9","A0A0B4J1W3;Q9BXJ9","A0A0B4J1W3;Q9BXJ9","3;3","3;3","3;3","N-alpha-acetyltransferase 15, NatA auxiliary subunit;N-alpha-acetyltransferase 15, NatA auxiliary subunit",2,3,3,3,-4.05611751209598,-4.21883950201578,-3.34594159673623,-5.21076458519474,-4.38563033981925,-3.86085814987914,NA
"80","A0A0B4J1Z1;C9JAB2;Q16629;F8WEA1","A0A0B4J1Z1;C9JAB2;Q16629;F8WEA1","A0A0B4J1Z1;C9JAB2;Q16629","7;7;7;1","7;7;7;1","6;6;6;1","Serine/arginine-rich-splicing factor 7;Serine/arginine-rich-splicing factor 7;Serine/arginine-rich splicing factor 7",4,7,7,6,4.18560997200071,3.88009379277542,4.59419808414333,3.10351352929817,4.10655230741331,3.2831215907727,3.62539319393433
"81","A0A0B4J269;Q13509;G3V2A3;G3V542","A0A0B4J269;Q13509;G3V2A3;G3V542","A0A0B4J269;Q13509","17;17;5;1","5;5;1;1","3;3;1;1","G_PROTEIN_RECEP_F1_2 domain-containing protein;Tubulin beta-3 chain",4,17,5,3,-1.33869525555651,-0.924763656718333,-0.880232323455701,-2.54926288797683,-1.62117833134265,-1.04993685173795,NA
"82","A0A0B4J2A4;P42765;K7EME0;K7ER88;K7EJB1;K7EJ68","A0A0B4J2A4;P42765;K7EME0;K7ER88;K7EJB1;K7EJ68","A0A0B4J2A4;P42765;K7EME0","7;7;5;1;1;1","7;7;5;1;1;1","7;7;5;1;1;1","3-ketoacyl-CoA thiolase, mitochondrial;3-ketoacyl-CoA thiolase, mitochondrial;3-ketoacyl-CoA thiolase, mitochondrial",6,7,7,7,0.901679801845965,1.16574271231495,0.780821571367941,0.391371160522397,0.498046280587932,0.42094074674927,NA
"83","A0A0C4DFM1;Q92544","A0A0C4DFM1;Q92544","A0A0C4DFM1;Q92544","2;2","2;2","2;2","Transmembrane 9 superfamily member;Transmembrane 9 superfamily member 4",2,2,2,2,-2.13105492038486,-2.13482453955605,-1.36454424942909,-3.96916859759803,-1.42862024921183,-2.01989305258713,NA
"84","A0A0C4DFU3;Q86UC2;A0A0C4DG29","A0A0C4DFU3;Q86UC2;A0A0C4DG29","A0A0C4DFU3;Q86UC2;A0A0C4DG29","10;10;6","10;10;6","10;10;6","Radial spoke head protein 3 homolog;Radial spoke head protein 3 homolog;Radial spoke head protein 3 homolog",3,10,10,10,-1.78227848304562,-0.775122926730379,-2.61437344707948,NA,0.555990189860697,0.250449734962398,NA
"85","A0A0C4DFV9;A0A8I5KS71;A0A8J8YYJ1;Q01105;P0DME0","A0A0C4DFV9;A0A8I5KS71;A0A8J8YYJ1;Q01105;P0DME0","A0A0C4DFV9;A0A8I5KS71;A0A8J8YYJ1;Q01105;P0DME0","9;8;8;8;5","9;8;8;8;5","9;8;8;8;5","Protein SET;Protein SET;Protein SET;Protein SET;Protein SETSIP",5,9,9,9,4.43251384701451,4.4399718030266,4.108887932674,3.33067008692102,4.16148640853867,4.36741853063915,3.04579866401416
"86","A0A0C4DG40;Q8NF91;A0A5F9ZHR3;F5GXQ8;A0A5F9ZI52;H0Y326;H0Y325;Q5JV20;F8WAI0;F5GZ83;F5H6R8;I6XKI8;A0A5F9ZHI3;A0A5F9ZH87;F5H422;F5GYQ7;A0A5F9ZHE1;A0A5F9ZHD7;F5H4Q0;A0A5F9ZH86;A0A0C4DH48;A0A5F9ZHB2","A0A0C4DG40;Q8NF91;A0A5F9ZHR3;F5GXQ8;A0A5F9ZI52;H0Y326;H0Y325;Q5JV20;F8WAI0;F5GZ83;F5H6R8;I6XKI8;A0A5F9ZHI3;A0A5F9ZH87;F5H422;F5GYQ7;A0A5F9ZHE1;A0A5F9ZHD7;F5H4Q0;A0A5F9ZH86;A0A0C4DH48;A0A5F9ZHB2","A0A0C4DG40;Q8NF91","38;38;6;6;6;5;5;3;3;2;2;2;2;2;2;2;2;2;2;1;1;1","38;38;6;6;6;5;5;3;3;2;2;2;2;2;2;2;2;2;2;1;1;1","38;38;6;6;6;5;5;3;3;2;2;2;2;2;2;2;2;2;2;1;1;1","Nesprin-1;Nesprin-1",22,38,38,38,-3.91755696372424,-3.45273285430868,-6.05607812406763,-2.24031976117767,-2.82255724591262,-2.78622689132052,-7.12428351389058
"87","A0A0C4DG89;Q7L014;D6RJA6;H0Y9U3","A0A0C4DG89;Q7L014;D6RJA6;H0Y9U3","A0A0C4DG89;Q7L014","13;13;4;1","13;13;4;1","13;13;4;1","RNA helicase;Probable ATP-dependent RNA helicase DDX46",4,13,13,13,-1.24385204033302,-1.73011360680435,-2.62111987503224,NA,-1.11953794445465,-1.45578502633929,NA
"88","A0A0C4DGA2;O75521;F8WAW4;F1LLU7;C9JB63;F8W6J1","A0A0C4DGA2;O75521;F8WAW4;F1LLU7;C9JB63;F8W6J1","A0A0C4DGA2;O75521;F8WAW4;F1LLU7;C9JB63","5;5;4;4;4;1","5;5;4;4;4;1","5;5;4;4;4;1","Enoyl-CoA delta isomerase 2;Enoyl-CoA delta isomerase 2;Enoyl-CoA delta isomerase 2;Enoyl-CoA delta isomerase 2;Enoyl-CoA delta isomerase 2 (Fragment)",6,5,5,5,-2.19449944531296,-1.70059959224617,-2.86436802545713,-3.83211812432786,-0.729983071811279,-0.108974338027387,NA
"89","A0A0C4DGB5;A0A6Q8PH20;A0A6Q8PFF6;A0A6Q8PFE5;E7ES10;A0A6Q8PGG5;E9PCH5;A0A6Q8PG72;E7EVY3;B7Z574;A0A6Q8PGN6;P20810;E9PDE4;H0Y7F0;H0Y9H6;F8W7E0;E7EQ12;H0YD33;E7EQA0;A0A6Q8PFL0;H0YA91;A0A0C4DGD1;H0Y944;E9PSG1;D6RC54;D6RGF7;D6RBR1;E7EQK6;D6RAA8;A0A6Q8PFR3;A0A6Q8PG40;E7EN75","A0A0C4DGB5;A0A6Q8PH20;A0A6Q8PFF6;A0A6Q8PFE5;E7ES10;A0A6Q8PGG5;E9PCH5;A0A6Q8PG72;E7EVY3;B7Z574;A0A6Q8PGN6;P20810;E9PDE4;H0Y7F0;H0Y9H6;F8W7E0;E7EQ12;H0YD33;E7EQA0;A0A6Q8PFL0;H0YA91;A0A0C4DGD1;H0Y944;E9PSG1;D6RC54;D6RGF7;D6RBR1;E7EQK6;D6RAA8;A0A6Q8PFR3;A0A6Q8PG40;E7EN75","A0A0C4DGB5;A0A6Q8PH20;A0A6Q8PFF6;A0A6Q8PFE5;E7ES10;A0A6Q8PGG5;E9PCH5;A0A6Q8PG72;E7EVY3;B7Z574;A0A6Q8PGN6;P20810;E9PDE4;H0Y7F0;H0Y9H6;F8W7E0;E7EQ12","11;11;10;10;10;10;10;10;10;10;10;10;9;8;8;6;6;5;5;4;4;3;3;3;2;2;2;2;1;1;1;1","11;11;10;10;10;10;10;10;10;10;10;10;9;8;8;6;6;5;5;4;4;3;3;3;2;2;2;2;1;1;1;1","11;11;10;10;10;10;10;10;10;10;10;10;9;8;8;6;6;5;5;4;4;3;3;3;2;2;2;2;1;1;1;1","Calpastatin;Calpastatin;Calpastatin;Calpastatin;Calpastatin (Fragment);Calpastatin;Calpastatin;Calpastatin;Calpastatin;Calpastatin;Calpastatin;Calpastatin;Calpastatin;Calpastatin (Fragment);Calpastatin (Fragment);Calpastatin (Fragment);Calpastatin",32,11,11,11,0.217084248967257,-0.201349684275861,0.418345223692846,0.993622921353406,-0.185318553617876,-0.51456481786375,-0.160166423137444
